"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","DK","Denmark",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","EU31_UKX","EU/EEA",31.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","IE","Ireland",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","IS","Iceland",7.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","NL","Netherlands",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","NO","Norway",9.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","SE","Sweden",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","SI","Slovenia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W37","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","DK","Denmark",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","EU31_UKX","EU/EEA",17.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","IE","Ireland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","IS","Iceland",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","NL","Netherlands",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","NO","Norway",7.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","PL","Poland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","SE","Sweden",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W38","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","EU31_UKX","EU/EEA",21.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","IE","Ireland",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","IS","Iceland",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","NL","Netherlands",4.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","NO","Norway",7.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","SE","Sweden",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W39","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","AT","Austria",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","CZ","Czechia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","DK","Denmark",6.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","EE","Estonia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","ES","Spain",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","EU31_UKX","EU/EEA",51.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","FR","France",15.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","IE","Ireland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","MT","Malta",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","NL","Netherlands",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","NO","Norway",8.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","RO","Romania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","SE","Sweden",13.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W40","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","AT","Austria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","DK","Denmark",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","ES","Spain",7.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","EU31_UKX","EU/EEA",42.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","FR","France",12.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","IE","Ireland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","MT","Malta",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","NL","Netherlands",4.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","NO","Norway",9.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","RO","Romania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","SE","Sweden",7.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W41","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","AT","Austria",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","DK","Denmark",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","ES","Spain",6.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","EU31_UKX","EU/EEA",57.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","FI","Finland",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","FR","France",22.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","IE","Ireland",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","MT","Malta",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","NL","Netherlands",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","NO","Norway",12.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","RO","Romania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","SE","Sweden",4.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W42","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","AT","Austria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","CZ","Czechia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","DE","Germany",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","DK","Denmark",12.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","ES","Spain",4.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","EU31_UKX","EU/EEA",85.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","FI","Finland",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","FR","France",16.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","IE","Ireland",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","MT","Malta",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","NL","Netherlands",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","NO","Norway",37.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","RO","Romania",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","SE","Sweden",4.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W43","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","AT","Austria",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","CZ","Czechia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","DK","Denmark",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","ES","Spain",11.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","EU31_UKX","EU/EEA",137.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","FR","France",35.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","IE","Ireland",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","MT","Malta",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","NL","Netherlands",4.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","NO","Norway",68.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","PT","Portugal",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","RO","Romania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","SE","Sweden",8.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","SI","Slovenia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W44","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","AT","Austria",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","CZ","Czechia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","DK","Denmark",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","EL","Greece",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","ES","Spain",31.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","EU31_UKX","EU/EEA",212.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","FR","France",25.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","IE","Ireland",6.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","LV","Latvia",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","MT","Malta",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","NL","Netherlands",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","NO","Norway",92.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","PL","Poland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","PT","Portugal",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","RO","Romania",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","SE","Sweden",39.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W45","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","AT","Austria",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","CZ","Czechia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","DK","Denmark",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","ES","Spain",59.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","EU31_UKX","EU/EEA",418.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","FI","Finland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","FR","France",40.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","IE","Ireland",6.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","IT","Italy",9.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","LU","Luxembourg",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","LV","Latvia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","MT","Malta",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","NL","Netherlands",27.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","NO","Norway",188.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","PT","Portugal",12.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","RO","Romania",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","SE","Sweden",61.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","SI","Slovenia",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W46","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","AT","Austria",4.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","CZ","Czechia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","DE","Germany",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","DK","Denmark",19.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","EE","Estonia",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","ES","Spain",118.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","EU31_UKX","EU/EEA",690.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","FI","Finland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","FR","France",70.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","IE","Ireland",4.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","IT","Italy",15.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","LU","Luxembourg",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2016-W47","LV","Latvia",4.000000000,""
